s-hash,artist,song,count
bbd9b7492f3541ec721feace865ea26cce5ff97546e3c4b9c0ca4e5051a016db,Tingsek,"World of its own",15
240f355ff0b8690bf56ce1b989c25152bb5ec386430800d2d8e3f1ec307c2130,"Sjukstugan & Skizz","Zig Zag",112
e0e0472d36ccc3a08738ba4cae0d041b4ecf3d39e7a1d2ad4630b0591889656b,Donkeyboy,"Silver moon (bass flow remake)",102
7e4e1be2c25b40d21c438dd578ae02014c391e6f5d52e5fdb9d974f733caff0f,Darin,"En apa som liknar dig",43
920df745694664ed775faed6466cbd1ef3404569549213be7e925ad3d14d8a35,"Sahara Hotnights","Visit to Vienna",36
f8f261a81112c9958144c19481cbf83c41085bb03d7ebaadd18d736112ee9806,"Robin Stjernberg",You,11
eddea474f07807aefdd8c2ce52346767ed49bd5af167bf5d5b044d895e14fe92,"The Rasmus","Livin' in a world without you",40
16ea13a482582b809139e689c016ab2a2e639dbe935bbb09aa92deff83aab2e4,Mustasch,"Angel's share",63
7d4c57cfd5731b70d5e73f55b9f3a26e3c831fd3ed18ecc4876fb93b39b60709,"La Roux",Bulletproof,76
a5afc995c3b02408128606c94ed3740e6c39f042f5e3d735556326256fadf16f,"Fall Out Boy","I don't care",29
1168b22134381727523b2668eaa2a84d203907ff3516dec0f54af6dba1baf151,"Queens Of The Stone Age","No one knows",45
17b3286782ae4296e0e7c428af7633d6f49b15c8bb0a1f127cb238e6526245a7,"Foo Fighters","Best of you",123
07abf6ba24fa930d743b642c19573329cfb0516639e06271b518c5973ee64b0f,Laleh,"Vårens första dag",105
09a8c25d20511c82bdb6ea26af17eb9d836f2fdcb7d658552500ff068a320128,"Foo Fighters",Everlong,9
831f013e00b613e55c052a6f43d4da58dc2ffb58fab4155c3fdcb06764a964e3,"The Verve","Bitter sweet symphony",10
6e74f2b6ec705d7559ecf1d4ef0bd06d1524c047d93433a39573b36e414555ad,"Puff Daddy & Dirty Money","Coming home",58
ed8943bd3b8c8518ec68536a76a9387e32bf54d8cb07642cdc5c4bdfea81037e,"Kings Of Leon","Use somebody",101
dd59ea8111c21d6bdfb92975105c2cb3b54aecd4dc685ee944586e617b7e650f,"Taylor Swift","We are never ever getting back together",103
9eda21acd226461b4182da3ac5c4d5b0bb71b74c01af1280379a839c1a269e98,"Will.i.am & Justin Bieber",#thatPOWER,8
5fc1b9ff537fd3465cb655711c4fe0ad3f08865ee254b3a274c6fd6b11bb0cb1,"Smash Mouth","All star",12
2e4989f24decdde8770b1e746b6ed183eab1371d84a0e7e40d1207ba6d0a7803,Lucenzo,"Danza kuduro",26
0604476f5d32637ae654a9b4ef29d5f4e8bf9eafacdf08a92c30be20e440d674,Hoffmaestro,Highwayman,121
50f6c0066aad9063e25c46a3afa19bd20bf0a65bc02debca7bde6b73c1b92421,"Florence And The Machine","Dog days are over",93
d4317577b804454a00d2bc7c95c2b629cf2bad72ce71e8d10ab82744d61d9849,"Icona Pop",Girlfriend,204
8bdc9726914037b9a8265398007fc228e4b5533577a0087ef36b382e6467854c,"Kanye West & Lupe Fiasco","Touch the sky",27
860709edebbc6458c047b89e44ec106573558f2720e985d31d5adc5020a1a417,"Green Day","21 guns",99
2f882df2e0e6c608367edb09456c7a8bcecc911784323d597da4525e81497a00,"Jessica Wolff","Trophy Girl",17
54812e541ef9ff3721c88c7696839ae1cfc3dfef05095df7215edd43bcd6dfbd,Adele,"Someone like you",148
3e5ab614b31353a1338856ea48f718f076d181757d085d88f3e6a6bceba3b9d7,Kent,Ingenting,13
c949866aece792a402dc2410a48e8e2b449f61cbbd45c8250e754a310bad82fb,"The Sounds","Living in America",72
ff25d5dcc6f9ec5987351485b8250b6c3c918a91c827ebefa8b93fcf6edba358,"Lorentz & M. Sakarias",Baby!,65
6674b0783050cc333320d601a344ffa6201acdebd754671d9e569f49da09f9a7,"Manu Chao","Me gustas tu",18
16cfcd98f6baced7a3122bfe1ce709f5f528cfab221391a74c22821460a5a1a1,"White Lies","To lose my life",55
b13625ee158ca8f04fef23eb6a561d4a8c906417ebd123bd6bade9ca6fc89dce,"The Asteroids Galaxy Tour","Heart attack",32
abf743a6ae7f85350b7c6503dc7094cb90079034e4adf02bb13a4eb908964393,Robyn,"Hang with me",125
2da65c592e1926435dc606b857853f807e41acb073a1dbc597bd288c2aa7c601,Pulp,"Disco 2000",13
e10f91a80854caa2ab6ea6ca7b87ef10bd14f5d6130e76f9f16361664831bd08,"Maroon 5",Payphone,86
61c12da9b876b871e653f2616f2bad622c2bfc0cc8901c1b88cb75c7fcde090d,"Foo Fighters",Walk,97
4a5acc11cc83c4aa62c87d1e878a82f7d1c908161104141a2c8fb04952e6529b,"Katy Perry","Last Friday night  (T.G.I.F.).",134
1b2d628f408f04b20decb0310b5dae975f3839a05ca40f70af567895c9bc329c,"Alina Devecerski","Krigar precis som du",24
f0573c0c031b5e85b86822fd1fa2974eda49ed7c928e53e75a63b7108d9c2be1,Him,"Right here in my arms",22
7a73fd127b06b0cd79d8beaccbc34a11f464b8900507dcd15c3c2d8072d390d4,Petter,"Det går bra nu",52
65cf26f635d956ccd9fbc0c13509f716f4dadf6d3b1a09ab9abfeec8a1f0d6c4,"Volbeat & Pernille Rosendahl","Mary Ann's place",44
cf3816d2c005aa151f65a8971fce30dda483ca8a88e09a7edaa43d7234422482,"Bon Jovi","Bed of roses",30
071278e5aec0e7248cdfffeeabee63d99605b3f8ff92154e53f1582e4a341549,"Tiger Bell","Slaughter's Daughter",35
a2fc75146a48fdb4e1af5a010114b788e54e87d2a3d2e1027459620ef4f201b3,Phoenix,Lisztomania,74
bfd3ffda5f51e7b1fafcf43130401fea14ea5126217f84777d34ccc6ccfa618f,"John Me","Love is my drug",19
9cc95fb332a536cac34e7c75c7e175020394ddc63213a2c40a5729427f24ee2e,"Adam Lambert","Whataya want from me",83
9928c1f439b9e9405c266f03bbea18c9bf174cc49a4f9d71c17379966a4d8eda,Eminem,"Without me",15
e4ad76a17b8068452af3ca370e245d7c40d2f6c248ca8448d96292415d86bbf8,"One Republic","Stop and stare",66
699c5f3a82377ae2097a51413c50092d5fafd981fe64c1d0705121aa434ed6f5,"The Killers","Somebody told me",75
819c56b39141531f034ead5179060466fac37da38eb80ce2beb9759132b5103a,"Princess Superstar & Mason","Perfect (exceeder)",21
fbb537490f0a2378be5a91d6ac7c3e2cff53df70be650439b98231c3ceba4777,"The Ark","It takes a fool to remain sane",18
8bd6d044568b18e59f740d2ef4f09f7db5f7da304e02e77b5b7ae5671e516f11,"Syster Sol",Dansa,104
60bb3a6c53fff0035c390cd475757c0fdab214eda18fb12f62afbdba1b69e76c,"Swedish House Mafia","Save the world",87
9e5f6f1dc4ebd345498b16f2d47dd1297c8cb1e9afc44b56548ee31e57cb0103,"Carpark North",Human,34
1149012ff7b8e6b3a3ec3281a5e4339de5da6e5ea84c77c4b2838c8c447f5527,"Gotye & Kimbra","Somebody that I used to know",165
d06865add57f917e57b2fcf16b0e1859c2a4c9026c01f460e0be3faa2447095a,Outlandish,Guantanamo,16
a66849acabd112b28aaacda5ef2fb4f05030b3c4b5fed7a1be8a9c46451fa537,"Matt Hires","Restless heart",87
3550c203002fee7fcb2752b0a25e893d9377df34622f72f6651f20871f92948e,"My Chemical Romance","Famous last words",30
5b8f8b0257b90f04f2f29216430dd3055ac50ca3aea52d60e7a85741b20d0c19,"Snoop Dogg","Sexual eruption",18
8dcd2f352460cb8391e87e2c12a7a24a07e14239b529baec7b37db4ef2429e08,Basshunter,"Boten Anna",31
3bd581b6e6740d37d40169c2cb9bd82c482f417f9507ea0056c0394e10451439,"Shakira & Wyclef Jean","Hips don't lie",43
8f0d6f0f33509fc0b36de3e333532403df3cb5c5ea29fb4bc8abe434c3b6d2bf,"Den Svenska Björnstammen","Trumma trumma",34
f56458a1f9472f1dc1a1b4f1987ba090ed0e23538181753ce03f46042be3761e,Mustasch,"Double nature",71
c9995125f70899fd1061f5cb50c741ed933468b363d8cf85cbd0192ca7ecde61,Nightwish,Eva,10
b3c06dcb61f805b2bd0ef8cd93a9d377aa8f4e587893667c7694797b08260f2c,"Fun & Janelle Monae","We are young",131
79034dd29f8592540bb83532cbd0c5ba430de37d093128c4e06b4c049aff43b5,"Green Day","American idiot",74
774faf1b29cfb08a015e6085f3f5ec636762d15af494c717ec645f4433a82e06,"Black Eyed Peas","Just can't get enough",29
48225d438753f32409f8b82dd32b9a6ab403919456d58c4a92e37e5147e054bd,"J-lo & Lil' Wayne","I'm into you",4
dfa981806fd2b99b03d0d74bbe430f03911b59fcb3b665dd2797e7c10b1c1e8f,"Tove Styrke","Call my name",44
c9d64324c97f41c28e028580c106d1ea246baa5f473c77d4f468eb7e2575f0c4,"Mötley Cruee","Smokin' in the boys room",5
dcdb9eb4597497e9ea375e46f719d832f7a940d21125fd7b4238cf2af793f4d4,"Jimi Hendrix","Castles made of sand",6
6e199232607d1b71e9aaa3b75f52e8c575b9a59873f5b5dfb9f714c8939bef12,"Brides Of Destruction","Shut the fuck up",7
b780e6770e9540165ad2912027d9573ca1b63afb456d3e7e6b0cdf03f78fd7ec,"Creedence Clearwater Revival","Born on the bayou",9
04a8e8b5a7262e148284a368cc0e906182c5aededdc5eca0d75b9309b93b08d8,"Iron Maiden & Bruce Dickinson","Die with your boots on",9
bd16adcc3c6a3d93bb8d3f21aae326770e4131bf53208112b7bf9171ba6a56ad,Fergie,"London Bridge",22
755239b0b5f6f1114d39c37f12918fc17044ad2c276f0134888912d667976bd7,Avicii,Levels,59
154e94c8456710822ca9e1caf808dab9d5c29344518167eaef4226f7a41f1a47,"Billy Talent","This suffering",40
5d6190aba46c6618c5ab25183232785df97068e5406b6634ed90349f3611d084,"Kanye West & Jamie Foxx","Gold digger",149
bf9d3169127c9e8c1205923f17f3423f39ad211f01588bedc1b95cb04e70337b,"30 Seconds To Mars","From yesterday",40
7ff287f82844c5a75501fae02e99f579119607b97503cc5e8ae41013da9307cb,"Reckless Love","Animal Attraction",101
53f8c6db4f9295f79c7e92b8704dd709f8a1376daf23b26a99e64dd68527894d,Rihanna,Umbrella,77
25453986e3b0b33acff87686e264ea34dd1cbf2fa51216b69618ec65d94dfb72,"Veronica Maggio","Dumpa mig",22
a9913b27ec4da357753fb30555a265708bd145087b23ea5a84c11b3abc653b67,"Lady Gaga","Bad romance",72
c12f43cc5b976526b78d2965c648c4a5eb5f089d574a3b44522f715570fffa73,"Peter Bjorn And John & Victoria Bergsman","Young folks",38
457de7f1e29212ead7f1d28e531d0131befc445b1b5f6a0b0cc1d1002f4374eb,"Erik Hassle",Hurtful,18
d8c3aeb4020ad3bbde640d03c849a51c336e1093fc5aec5c192d6a1c68ab75bc,Timbuktu,"The Botten is nådd",40
3b2d095670e4f5006f3ae041a99333e7a90bc7ca3854f8e8f926069b7773a5ca,"Norlie & Kkv","Hon Vill Va Du",19
bbeac021078e9c8e7ab048a3ac45c92064a2485173c3829399c11f0eb717532d,"Sunrise Avenue","Hollywood hills",142
51a1d2988e363e74fdee34c5da136f670deb13fe1442471cca30ac54b8ce58f6,Skee-lo,"I wish",8
2ecca9eea62e470555fe2cf60f3c897d204c71238a213ef4aa9497db1eb192fc,"Gwen Stefani","4 in the morning",33
d82ac03c71e657b8861f9290d31b551d08fcd2094d874478fcec714f77919104,"Vampire Weekend","White sky",6
bba484fb059eab6b2853985790cfb490b589aedff06b0bbe55a200922c3bc2b2,Gorillaz,"Feel Good Inc",44
4b8f1e6109989cc376052105e2a7bc79314d19d7aa78645047a6d28776a23e6d,"Jessie J","Nobody's perfect",8
e4512d8938f70953227f8ef500705386a7ce872204f33d375164bdac5723c5a5,"Gabriella Cilmi","Sweet about me",31
f6415790f5247a8a4b00f24a5dea4d9da49a8fdc8e56c6c5bb28b8fead527076,"Christina Perri","A Thousand years",69
37d0d48763b6240ca4c043b8dea3ca88fe6c92c472d580317a76246d43295257,"My Chemical Romance","Planetary (Go!)",21
e72d4ce6b511d4ff8ba8a936ff60addfdec4be8164465579db81f9c02697f23b,T.a.t.u.,"All about us",4
5b7c8559b5a1f5dc925790b6265709033c70494e7f8bbd57e431e33634c5647e,"Sahara Hotnights","Cheek to cheek",40
27d58f298e9129490984ace46547f15a7f5a012f390f66e15235f5f8b13d4457,"Shout Out Louds","Walking in your footsteps",74
52bac92e35abb0dad4478fc1d59affff62c984faeab56c52fc0505a5766f78a8,"Mange Schmidt",Glassigt,43
65ab329a60155e63f17e2ae44bf70ac93a948e4479c5f52fb76a29848684d3a8,"Mando Diao","Dance with somebody",45
85a1c30182cb99618217533cb0386716a0da5afbcdbc0f41870cd8be3796d7a1,Laleh,"Ängeln i rummet",72
a38c72853b6c83560576442e2ca5ea12a041e6e3706ddd68eee673c4d3f9916c,Stereophonics,"Have a nice day",6
4794e5fbd01bd64acfe46968574548ee8646efb2a83d7796ee3f9a8cff06201f,"Britney Spears","Till the world ends",52
d1c093eac25b2000d0e15497dd5c2031e9625891611a777d5a2b0a5f2fdf9955,Paramore,"Misery business",64
241e8752422f133d92026e978886b4c03c4fed45d834218010ee4d839ba651c1,Fun,"Some nights",124
a5f0da5010a1d1f0082b232d394ca3dba727fa060e46ab4a038c29ebb7326ff6,"Ozzy Osbourne",Dreamer,18
d16acde6c5552c79c9d31dfd6890d0aef20df5a8d9860347940da9e4e0703ac3,"Florence And The Machine","No Light, no light",35
240ede2901466e9b98e041ab2bc713047ff87ccf92b796c79a4925a7bfe9a901,"The White Stripes","Seven nation army",87
8847174984ffdf810933f379f52311bfd6ff12b7100fe6b30be1187012bf5197,"Green Day","When I come around",29
30113511127f3c058849d1d378a005882ac546e271301cb997434677ba9ba46f,"Amy Winehouse","Tears dry on their own",80
250f9e0154e064b46fd624b20a9cebd99b33ed1772ecaa12a8013ee1f6ab84e4,Nelly,"Hot in herre",17
915763410bad15564fb86f8f9323b60fa8df7fe7c012d226d4a699559e12bf3e,"Good Charlotte","The River",38
0cfb5ad90aec6905119cd7877ae3fed1ad944f519b6ecc6ddb044cccc56637c0,Coldplay,Clocks,30
48f9e4a25c45e8fb2d141a74b7b60dd55a5a1bceafb46018dfe78b18491ee012,"Studio Killers","Ode to the bouncer",110
63d6eec20e037326edc6d33246c0c2eb9d4f2ad2c9bb1a08b0e39d957bf0e788,"Billy Talent","Surprise surprise",28
57567e0b9eb6d43fdb2c8588e28d158dc80fc5c63ff1ac9fe03dc1425dfa262b,"Far East Movement & The Cataracs","Like a G6",77
097832664dbe5922bb067c75d10d976e4d7a4e3ce4142f82d6ee44fc0472b12d,Dido,"White flag",13
b875592e79bf659d74aaf1fedc6de6e6b81dc6f683858f49c9442f6a6bc48fbd,Maskinen,Pengar,43
71ab7437a61b1de6fa125865b4afc12b11d6a88f0d73d01a35c7aa5f97c9bf8f,"The Cure","Friday I'm in love",21
606aa6d4f994ba8c68942da5f38406a88e88a21f0fd78f4a47a643c4d4409618,"Christian Falk & Robyn & Ola Salo","Dream on",16
c2017d747e59dc1b0adbcf3e265559b18141e448aac0d079c7f23450f07b0b27,"Marina & The Diamonds",Primadonna,133
9807a75c635955405589d5f2bd004dd3b540b7a718689de78215697ae6af601d,"The Strokes",Someday,41
06414462067fd801efb155ce214cc79ecac516421e6a7a9ba019741d4ed283ca,"Katy Perry","Part of me",95
0f2f148edc1706cb66b6efb84fb3190e71084ea1266d1733390023c2c356ea72,Lcmdf,"Loser song",7
29b32b38e8d1f2ca11daaf07a6b1bb49d303334b6dac1685c24ec279256f2c3e,Lapko,"River venom",41
93d3b63106b3d1044578b638ff18bb0bc692853ee54c27ed6e1e7d949e4c0ac7,"Scissor Sisters","Comfortably numb",26
98363a9a3f6f8eb9f03ce84f526c774e1568506082028ef04761d8e672e88616,"Doom Unit","Get away",115
31c488f49bf44c42e86f5b3fb66da2640afe7577a39a42aa5a92a10e97eef614,M.I.A.,"Paper planes",84
b510082ee1f1c1d73da3deaa2236efb9bf6cf09945b00b2716bda85a60dde218,Him,Heartkiller,28
ec7fe0a0360e86a916d1ed55bd2fda7b1e57c6bee45c6b4e6ec31bbe5b0d6104,"Cee Lo Green","Fuck you!",71
951b593498a8391a8b6d1169295f82d13182c2730648ac60ce8981b4a113ddd5,"Gavin Degraw","I don't want to be",19
bf7b4c8dcb1c3433e4f15aeb5702433dd57c19c175c614c60236cc3314fd4a4a,"System Of A Down",B.Y.O.B.,23
02a01fe3fce6af6e06c8e5d5a70356b2c65e03bafa1fa79a4cb10cbc8d47e363,"Stone Sour","Say you'll haunt me",79
48e9f17bdb3dc166b2be70ea7b50701d2a54449e6eaa9134fd8ed8f81211bcb4,"Lana Del Rey","Summertime sadness (radio mix)",85
c32adcd5a44c2977f1021dbfe65f9051bf40eb415a997a568a1c9cc12829c6f6,Pendulum,Witchcraft,102
779429a05fa17ad113065a970fad12184199444c60c3d7c2084df9e2ecebcf45,"Avril Lavigne","Sk8er boi",6
4beb9bbfb304c22d6cb844c7654617168b61e4ee545b6bd525394e688472aefe,Paramore,Decode,69
d5d524f4c1c558920ff0bae3fc2bcf3ef4b3753cc3510a9065ef746fa9c92e61,"Petter & Veronica Maggio",Längesen,24
ab25de4a4e314a4c60ccbae8b488bb6a165f23fc38774126eeda048e0614fd3f,"2 Unlimited","Maximum overdrive",9
ec18fcf11cea0be58705e6b94079c8ed8bea9160739338553eaf5190726151eb,"Midi, Maxi & Efti","Ragga steady",4
174d5ba580cb9f3a9baea688763675d4408fb9a80b557eb0d3157d78a4db29d2,"Captain Hollywood Project",Impossible,7
9417ff364d234ab9cd41a0b0361525b990fea653b655286d86921740e31ab924,"Dr. Alban","Go see the dentist",7
5cf79f86fe960e6bf3b2392be5abd7e27f03e7c20e4f561d2bd20c5046cf2187,"Jam And Spoon & Plavka","Find me (odyssey to Anyoona)",5
f8ab6d4dcca207ef8f44a575ba329be4906c09fb5feade560b5de42eebe03dbf,Alexia,"Summer is crazy",13
364a374162e370b5ca13b9660759c0e587c5517de968af1ebfe9626a712b0363,"Black Box","Ride on time",4
7ae37853d93c5b21af306dc23aded5d3ad9f42f9f17d7310cc921146c2b19ed9,"Basic Element","Promise man, The",8
88f888c26db626e3797c37a07e7f65136bc39ed3e18dced66677fee49c6da4f0,"Melodie Mc","Dum da dum",6
388c7ed4f238b289163d0f818d4f923856224afebdaa2efc0e55886d3a48a334,Corona,"The Rythm of the night",9
86b79558545f7a5d6583395fdd0acb0551f228cca826683e02bc6ea56c8eb30b,"Reel 2 Real","Go on move",10
255e5636867a0fdae802c180ffd66719927b940248f0b0d5b45dbdc11294e22c,"C And C Music Factory","Gonna make you sweat (Everybody dance now)",7
7c68607adfd809bd9dc682d9e5b3554b8ae5f0c84fba0c464636eb9fa9f876a2,"La Bouche","Be my lover",8
02ad2c124628a3d364c658cb2509f14dde2506984ede74bb007de231e72b0d1c,"Army Of Lovers","Candyman messiah",9
630fe269af908ee89569328c80cf02df6d5aefbff12640f38f8002803207a0bf,Pandora,"One of us",8
86d75c29a76400581c631fd9cc9da546edd5335911b1358b68ccdfb993fdd4d9,Mika,"Grace Kelly",71
9d39c8cb08cd72f3e161d8fd38a9188dfe5b1a9762a2ffb827a1f3af944d4034,Shinedown,Bully,45
93de2bc9fdcd989ffa9d96fb0b2d303852ce1b427a63bd352911eabe8e58944d,"Amanda Jenssen",Happyland,66
86d0d66517fc60e2e645d78cf29f476414b3db8db5c2e9aefb94d875fc10278c,"My Chemical Romance",Teenagers,45
32cc47fcbbdb702f3148e69ed3f7953f965116177dae8237fad5dc19e6ffcdf5,"Den Svenska Björnstammen","Svalkar Vinden",132
b4f450772c55250cec6a9cd9caef81d3acf8e3212b7c16bea7bd221d430f030f,Ladyhawke,"My delirium",44
26dbb1a7e8ed28311335a7697aa62200c3af0157419563c224a4f015078fc434,"Five Finger Death Punch","Bad company",105
9320298ff554766b705e04184cd05d11ce2a3b3dfc1156e39c73dfb5c3087c93,Raubtier,"Låt napalmen regna",58
dab5a6e3dc2c3b93fea466c86df43eccf49ab9a852fa1f89078a14b6843501ba,"Black Eyed Peas","I gotta feeling",74
6b694ea79ef1a11df5791d223ec38defab42aed3d722c4f28c6fc1fd5e6bf5d0,"30 Seconds To Mars","This is war",60
f35a49d60ad74726e0e14d0dedfbbcbbe2f72b308681e7d3015f88107d957907,Sugababes,Overload,6
f1a17e9d7cef2c08563208c589990dbd7626473353157de44b629616e7781ce5,Nickelback,"When we stand together",104
02cc50a808444dd2aea104f46b8950cc7c4e87f863a0303f4ed6a7de1d2d54c6,"Alina Devecerski","Flytta På Dej",161
b64c4e1975aa14a9f27e5dd6f575dae72a95e63d01a58ee5f3a0b4ca05575717,"Rage Against The Machine","Killing in the name",27
f565626fa5850c85a937a2a0852ae354c20226a7c7e9f60b0e2d43287e4a3638,Timbuktu,"Resten av ditt liv",102
120f4d710e05f4928c3ff6625208ea6160da5706cfc3820221a9f0f34a2806a5,"Caro Emerald","Back it up",36
0973578839699c72be16972e36f4fd319f9356ee88ce4715e47d34803cd923dc,Gorilli,"Alla Gillar Brudar",16
8d7b75d0a93107783d2d25c3056127d05f87d1c51a7b50bde40358addd425df2,Glasvegas,"Daddy's gone",49
8bfa455c433625576170577ec0a35ba8af1cff9bc4aebe8eeed832b03c1b53c7,"Alabama Shakes","Hold on",49
a927fa799900a582ac63373e133ff09f0ed9671a5d93b9080c25e7a79b60bc43,"Adam Lambert",Aftermath,48
fab38781418ad0a88d3887527fb4b5f121ef9efee768382431b2edbf1a23df17,"Linkin Park","What I've done",33
58cc2c48c66b55c5f933a88e9e27ce2eb65629ce888a26210096809f3e53737d,Evanescence,Lithium,3
aa0c77b0beb58ada2a49f9b8479884ccb4f39bda3e7ad324ab5c8bd35226183c,"Miike Snow",Animal,43
0ec5933143ac6cd0850e43a7c854bcd35fe277770441fd6753890e74d164d739,"Lenny Kravitz","Are you gonna go my way",14
78093355bbead336bce435933ff04235e883b5398898232b8fba0a217f29ece5,Keane,"Bend and break",17
1c75c04cff67689f0f2f9f012cd091789c1ef473e6fd8ba83561e51ae0ee4c9e,"Sean Banan","Skaka Rumpa",22
7b74ee872d88c49bad88a9bbb4ab90f0d8a9c5b3e22540f1910da2fc0742d6e1,Train,"50 ways to say goodbye",55
4049119ce947b335c9db804d633e21650d275921406fdf6d4676d3cf08328ca7,"The Fray","How to save a  life",64
9243bbddb511e14ef5dfee42f395aa84cb712d6ff370bbbf0524f01909912a9d,"Nightwish & Tarja Turunen","Wish I had an angel",7
713ac8ff09a9173e15b75d048d713ee549c5482e3f04c2c36778e2d114b1e7ff,"Oscar Linnros",25,1
2d18acebb8fbb7832a579f17c8f74ba1ba45c4e99802af097d48d4562276540f,"50 Cent & Dr.dre & Alicia Keys","New day",56
6c3d9062323cc665da63b584c14c87bb3f473f88a8526cbd08906756a3e4d39e,"Poets Of The Fall","Carnival of rust",37
fcb19c1fe6179da3a1db6318f2307b204fb1e5c90faedf22d00eb33772632fb3,"Lou Bega","Mambo no: 5 (A little bit of ..)",16
8dc8a3d75b94d2430b03b7a2f5f859c95394e8ba94d89a96f49d16c10487c436,"Alicia Keys","Brand new me",12
048723c60ebd45ad5c0ec31f3e3a5d14f354183e51b47580e3afc9e63d346070,D-12,"Purple hills",22
e459079bf997f848c099f1ddceecac87201672280b3a54aa577de1048697a2fe,"Jack White","Sixteen saltines",76
063c2970bca8dfd9219be09cfb4975ffad4f7274b4ece0157c4bf4b5d0a59fe1,Ac/dc,"Back in black",22
1f5585ddb364bb4101df7f1e50ee6c9755f4bdac728f512ad234c51f5c7978fc,Jedward,Waterline,31
90c53a19b89c739c495715e514ff25aa25c1d77effb95a93b4706760b7379e3d,"Lady Gaga","The Edge of glory",73
d117c1e381b13982d3ec3366e5af78955c74a16a4c93ec9f41ca37ac4f763783,"Kelis & Andre 3000",Millionaire,16
63b58e2745cef17e8fff81b765644d69f1af7e667ed840200b0f00850ffed09b,"Daniel Adams-ray","Gubben i lådan",137
3548c5ebb4018b0f59d73542631103d40623d006008dcccccd9fc005e8c31832,"Rihanna & Mikky Ekko",Stay,23
47f746809a35e0d54db54587a3487cc393d35c35a75c2c5456f269eaa47526b2,Hurts,Sunday,109
796b7f9dd0b89b80749de2d2d8b880d058822753caf4f6b86146e838ad3ea66b,"Warren G & Nate Dogg",Regulate,13
32b1e104551d649f1c68ce1239068c6d302a9d296771a32834b0100d2c2eacf2,Kent,"Generation ex",7
45203e98176b1803ed424032f74e4a692ed1319ed700b43d8164b3246054147b,"Håkan Hellström","Känn ingen sorg för mig Göteborg",17
a9c7c9b5c65d5062937b6decd426a87e0b14052fa8cf1272bf9721f71c74cf4a,"Martin Bentancourt","En Rapport från 2035",9
73b685af0b62784a3572c70e1673aac0a939565c7d2ae49d91cab927210fa20e,"Magnus Uggla","Dansar aldrig nykter",13
aec820a76bb79bae03ba2ce97035705106855770becdd452d5a6aac5ae027136,Kedjan,"Ringar På Vattnet",1
21648d9855f7b1da317a6a3ff2ff73c26d17663251e309049da160715eac23e7,"Just D","Vart tog den söta lilla flickan vägen?",7
51dbe9c4f65bfba487bde0d806749e42fb2f7560bfcc22d03be853a850ebb8b4,"Carola Häggkvist","Det regnar i Stockholm",13
383d6b8c2f97edc43148310e32e8e9df3b66a32b5d643509cc4e212beeb51842,Familjen,"När planeterna stannat",9
c2d3dd48e766a357c81dd85a352994100e7e1a2a00099ab57af8df08f3db3839,Hästpojken,"Gitarrer och bas, trummor och hat",11
adae0f36308deac12b41ae0e310b6c77d31b499748f3f6454c8c57d67a15f19d,"The Latin Kings","Fint väder",8
1feab788df732b02e8dded4184adab1025197179a1ee74b319f66fa82c332735,"Ison & Fille & Veronica Maggio","Sena nätter, tomma glas",9
01950fbbb4320b6bc72a5b57c8e78066e0fa0f32e2eca5ef570f4a93a6239736,Bassbros,Bianca,10
b0cf406a35ee969db765bc5848528a2f8fb487e2927e49ec56b57d8d5d282bbb,Lilleman,Tonårstankar,7
0657560340be418bd4a0417451e032d0f57c1c5925db19eab20298924d60b27b,"Miss Universum","På tunnelbanan",11
b24b70791ffdbf4417dceb2a5e454a755a46a9c8f0d405a989ace647004badd9,"Lasse Holm","Cannelloni, macaroni (Pizzeria fantasia).",10
b839d25b3ef59e6939ecaec9e7420ef65206e4407457e861a95df4fb9b68784d,"The Hives","Walk idiot walk",74
b6de7ffd7ed81ab7e747a52f3d5fd7b8b4b7d211c599ceb294261a5926943f08,Duffy,"My boy",21
1b63053e3f4322d6a7a7dd178b881312cd6c901a80cfc9ddac566d11c510202c,"Rihanna & Calvin Harris","We found love",55
d00555567c76945cd33bda416acf74b62b6293281b06be50a67d49c07ba68dac,"Nicki Minaj","Pound the alarm",48
bea7a7e6f33e287b768abc84b7d8836a977dc28315c1de481045e30d322d7475,Takida,"You learn",77
f21fef1507e65e3a2edaa607c0880ed4e544537099df7aba410994def7064c97,Kesha,"Tik tok",79
14f727cbfc41daac96927aa1073c0cf9e749ae393b598fe84e269a20edab18cc,"Alina Devecerski","Jag svär",102
8b5470dcead85b2f19638ce6fe76b608e63bb59511a5806b4420681217de3ec3,"Fatboy Slim","That old pair of jeans",5
